0nohup.out,1nohup.out,2nohup.out,3nohup.out,4nohup.out,5nohup.out,6nohup.out,7nohup.out,8nohup.out,9nohup.out
0.975172301624,0.975885904812,0.973684103523,0.975618557749,0.974957814057,0.974557301726,0.974804318214,0.973807103503,0.974057169577,0.974903938032
0.96828633582,0.967691666497,0.968491674629,0.968031187102,0.968133856507,0.968260922602,0.968282269705,0.968493707687,0.968372740765,0.968150120967
0.972407343404,0.972325004574,0.972409376461,0.972349401265,0.972357533495,0.972335169862,0.972372781426,0.972383963242,0.972331103747,0.972300607884
0.974159838982,0.973995161323,0.974264541444,0.974043954703,0.974116128245,0.974147640637,0.974157805924,0.974213715006,0.974227946409,0.974142557993
0.977053896355,0.976956309594,0.97709049139,0.977013235204,0.977048813711,0.977039664952,0.977051863297,0.977102689735,0.977084392217,0.977058978999
0.979722284343,0.979688738894,0.979746681034,0.979712119056,0.979719234757,0.979720251286,0.979701953768,0.97974973062,0.979721267815,0.979735499217
0.982016589749,0.981912903816,0.982084697176,0.981971862484,0.982000325289,0.982006424462,0.982018622807,0.982083680647,0.982069449245,0.982006424462
0.982789151605,0.982749506984,0.982829812755,0.982754589627,0.982796267306,0.982797283835,0.982794234249,0.98281761441,0.982821680525,0.98279321772
0.984669729807,0.984644316588,0.984689043853,0.984651432289,0.984664647163,0.984672779393,0.984677862037,0.984683961209,0.984670746335,0.984664647163
0.985328440442,0.985317258625,0.985330473499,0.985317258625,0.985325390855,0.985332506557,0.985328440442,0.98532945697,0.985328440442,0.985328440442
0.985994266778,0.985949539512,0.986002399008,0.985969870088,0.985988167605,0.985997316364,0.985994266778,0.986006465123,0.986006465123,0.985985118019
0.986836969118,0.986828836888,0.986832903003,0.98683493606,0.986831886474,0.986833919532,0.986833919532,0.986828836888,0.986839002175,0.986841035233
0.98761258056,0.987597332629,0.987626811963,0.987609530974,0.987613597089,0.987618679732,0.987606481387,0.987626811963,0.987618679732,0.987622745847
0.988415638278,0.988403439933,0.988420720922,0.988410555635,0.988418687865,0.988420720922,0.988418687865,0.988420720922,0.988413605221,0.988425803566
0.989016406774,0.989018439832,0.989017423303,0.989015390245,0.989015390245,0.989015390245,0.989022505947,0.989020472889,0.989015390245,0.989021489418
0.98949417529,0.989484010003,0.989501290992,0.989489092646,0.98950230752,0.989499257934,0.98949417529,0.989507390164,0.989496208348,0.989497224876
0.989908919023,0.98990383638,0.989912985138,0.989906885966,0.989916034725,0.989904852908,0.989907902495,0.989908919023,0.989912985138,0.989907902495
0.990275885905,0.990264704088,0.990277918962,0.99027181979,0.990280968549,0.990276902434,0.990275885905,0.990278935491,0.990273852847,0.990280968549
0.990523918922,0.990506637933,0.990536117267,0.990517819749,0.990531034623,0.99053306768,0.990530018094,0.990542216439,0.990531034623,0.99052493545
0.990793299042,0.990786183341,0.990807530445,0.99078719987,0.990789232927,0.990794315571,0.990800414744,0.990805497388,0.990794315571,0.990793299042
0.990947811414,0.990933580011,0.990950861,0.990938662655,0.99094272877,0.990938662655,0.990947811414,0.990947811414,0.990945778356,0.990945778356
0.991097241141,0.991096224612,0.991100290727,0.991096224612,0.991099274198,0.991091141968,0.991097241141,0.991094191555,0.991093175026,0.991095208083
0.991219224592,0.991213125419,0.991230406408,0.991222274178,0.991227356822,0.991218208063,0.991224307236,0.991227356822,0.991217191534,0.991224307236
0.991421513815,0.991420497286,0.991432695631,0.991429646045,0.991427612987,0.99142557993,0.99143371216,0.991431679102,0.991424563401,0.991428629516
0.99151503446,0.991511984874,0.991525199748,0.991513001403,0.991522150162,0.99151503446,0.991521133633,0.991510968345,0.991516050989,0.991511984874
0.991606522049,0.99159737329,0.991616687336,0.991601439405,0.991610588164,0.991608555106,0.991607538577,0.991611604692,0.991611604692,0.991607538577
0.991584158416,0.991587208002,0.99158110883,0.991585174945,0.991585174945,0.991584158416,0.991588224531,0.991588224531,0.991591274117,0.99158924106
0.991571960071,0.991567893956,0.991571960071,0.991571960071,0.991567893956,0.991573993128,0.991573993128,0.991578059243,0.991571960071,0.9915729766
0.991514017932,0.991519100575,0.991520117104,0.991516050989,0.991516050989,0.991513001403,0.991516050989,0.991517067518,0.99151503446,0.991516050989
0.99143371216,0.991431679102,0.991431679102,0.991435745217,0.991436761746,0.991436761746,0.991437778275,0.991438794804,0.991438794804,0.991432695631
0.991365604733,0.991363571675,0.991369670848,0.991368654319,0.991371703906,0.991371703906,0.991376786549,0.991378819607,0.991371703906,0.991370687377
0.991307662594,0.991307662594,0.991311728709,0.991306646065,0.991308679123,0.991311728709,0.991315794824,0.991314778295,0.991313761766,0.991309695651
0.991240571696,0.991238538638,0.991238538638,0.991242604753,0.991239555167,0.991238538638,0.99124565434,0.991243621282,0.99124565434,0.991242604753
0.991174497327,0.991176530384,0.991174497327,0.991173480798,0.991178563442,0.991181613028,0.991180596499,0.991176530384,0.991176530384,0.991177546913
0.991129770061,0.991121637831,0.991135869234,0.991124687417,0.991132819647,0.991131803119,0.991134852705,0.991137902291,0.991135869234,0.991132819647
0.991135869234,0.991149084108,0.991146034521,0.991142984935,0.991139935349,0.991142984935,0.991145017993,0.991135869234,0.991145017993,0.991142984935
